LOGNAME,1823514,0007/0001.csv
GYRS,7096670,100000000
ACC,7100129,-70760,-425536,906704
MSG,7100171,Gyroscope not ready
GYRS,7100176,100000000
ACC,7103645,-62464,-424072,908656
MSG,7103687,Gyroscope not ready
GYRS,7103691,100000000
ACC,7107224,-68808,-426512,900848
MSG,7107266,Gyroscope not ready
GYRS,7107271,100000000
ACC,7110734,-70272,-427488,908656
MSG,7110776,Gyroscope not ready
GYRS,7110781,100000000
ACC,7114250,-74664,-430416,902800
MSG,7114291,Gyroscope not ready
GYRS,7114296,100000000
ACC,7117765,-60512,-424072,902800
MSG,7117820,Gyroscope not ready
GYRS,7117825,100000000
ACC,7121974,-67344,-425048,912072
MSG,7122016,Gyroscope not ready
GYRS,7122020,100000000
ACC,7125544,-68320,-427488,911096
MSG,7125586,Gyroscope not ready
GYRS,7125590,100000000
ACC,7129114,-73688,-426512,922320
MSG,7129156,Gyroscope not ready
GYRS,7129160,100000000
ACC,7132684,-66368,-427488,904752
MSG,7132726,Gyroscope not ready
GYRS,7132731,100000000
ACC,7136254,-67344,-429440,909632
MSG,7136296,Gyroscope not ready
GYRS,7136301,100000000
ACC,7139845,-68320,-427000,913048
MSG,7139887,Gyroscope not ready
GYRS,7139892,100000000
ACC,7143374,-74176,-423584,907680
MSG,7143416,Gyroscope not ready
GYRS,7143421,100000000
ACC,7146905,-66368,-426512,910120
MSG,7146946,Gyroscope not ready
GYRS,7146951,100000000
ACC,7150439,-69296,-423096,915976
MSG,7150481,Gyroscope not ready
GYRS,7150486,100000000
ACC,7154015,-68808,-420168,910608
MSG,7154057,Gyroscope not ready
GYRS,7154062,100000000
ACC,7157550,-66368,-427488,907680
MSG,7157605,Gyroscope not ready
GYRS,7157610,100000000
ACC,7161083,-72712,-431392,914512
MSG,7161125,Gyroscope not ready
GYRS,7161130,100000000
ACC,7164618,-67344,-418704,910120
MSG,7164660,Gyroscope not ready
GYRS,7164664,100000000
ACC,7168152,-77104,-423096,906704
MSG,7168194,Gyroscope not ready
GYRS,7168199,100000000
ACC,7171726,-77104,-425536,907680
MSG,7171767,Gyroscope not ready
GYRS,7171772,100000000
ACC,7175260,-72712,-428464,909632
MSG,7175302,Gyroscope not ready
GYRS,7175307,100000000
ACC,7178796,-72712,-425536,910608
MSG,7178838,Gyroscope not ready
GYRS,7178842,100000000
ACC,7182330,-68808,-426512,905728
MSG,7182371,Gyroscope not ready
GYRS,7182376,100000000
ACC,7185907,-74176,-428464,904752
MSG,7185948,Gyroscope not ready
GYRS,7185953,100000000
ACC,7189435,-70760,-427488,907680
MSG,7189477,Gyroscope not ready
GYRS,7189482,100000000
ACC,7192969,-65392,-424072,912072
MSG,7193011,Gyroscope not ready
GYRS,7193016,100000000
ACC,7196503,-75152,-424072,917440
MSG,7196544,Gyroscope not ready
GYRS,7196563,100000000
ACC,7200035,-72712,-420168,911584
MSG,7200076,Gyroscope not ready
GYRS,7200081,100000000
ACC,7203612,-72712,-424072,912560
MSG,7203654,Gyroscope not ready
GYRS,7203658,100000000
ACC,7207143,-67344,-420656,906704
MSG,7207184,Gyroscope not ready
GYRS,7207189,100000000
ACC,7210676,-66856,-422608,906704
MSG,7210718,Gyroscope not ready
GYRS,7210723,100000000
ACC,7214210,-73688,-420656,917440
MSG,7214252,Gyroscope not ready
GYRS,7214257,100000000
ACC,7217786,-69784,-427488,910120
MSG,7217842,Gyroscope not ready
GYRS,7217847,100000000
ACC,7221321,-74176,-427488,916464
MSG,7221362,Gyroscope not ready
GYRS,7221367,100000000
ACC,7224855,-63440,-428464,908656
MSG,7224896,Gyroscope not ready
GYRS,7224901,100000000
ACC,7228389,-64416,-431392,912072
MSG,7228431,Gyroscope not ready
GYRS,7228435,100000000
ACC,7231917,-68320,-426512,911096
MSG,7231959,Gyroscope not ready
GYRS,7231964,100000000
ACC,7235490,-64416,-426512,912072
MSG,7235532,Gyroscope not ready
GYRS,7235551,100000000
ACC,7239025,-73688,-426512,913048
MSG,7239067,Gyroscope not ready
GYRS,7239072,100000000
ACC,7242559,-73688,-423096,915488
MSG,7242601,Gyroscope not ready
GYRS,7242606,100000000
ACC,7246093,-73200,-427488,913048
MSG,7246135,Gyroscope not ready
GYRS,7246139,100000000
ACC,7249664,-75152,-431392,910608
MSG,7249706,Gyroscope not ready
GYRS,7249711,100000000
ACC,7253198,-63440,-423096,914024
MSG,7253240,Gyroscope not ready
GYRS,7253244,100000000
ACC,7256729,-68808,-428464,910608
MSG,7256784,Gyroscope not ready
GYRS,7256789,100000000
ACC,7260257,-68320,-432368,910120
MSG,7260299,Gyroscope not ready
GYRS,7260303,100000000
ACC,7263785,-76128,-431392,907192
MSG,7263827,Gyroscope not ready
GYRS,7263832,100000000
ACC,7267362,-74664,-429440,910608
MSG,7267404,Gyroscope not ready
GYRS,7267409,100000000
ACC,7270891,-69784,-428464,901824
MSG,7270933,Gyroscope not ready
GYRS,7270937,100000000
ACC,7274421,-68320,-424560,914512
MSG,7274463,Gyroscope not ready
GYRS,7274482,100000000
ACC,7277956,-68320,-423096,914512
MSG,7277998,Gyroscope not ready
GYRS,7278003,100000000
ACC,7281529,-65392,-422120,908656
MSG,7281571,Gyroscope not ready
GYRS,7281576,100000000
ACC,7285060,-69784,-429440,918416
MSG,7285102,Gyroscope not ready
GYRS,7285107,100000000
ACC,7288593,-67832,-423584,898896
MSG,7288635,Gyroscope not ready
GYRS,7288640,100000000
ACC,7292127,-71736,-432368,907680
MSG,7292169,Gyroscope not ready
GYRS,7292173,100000000
ACC,7295657,-73200,-426512,906704
MSG,7295713,Gyroscope not ready
GYRS,7295718,100000000
ACC,7299234,-67344,-425048,901824
MSG,7299276,Gyroscope not ready
GYRS,7299280,100000000
ACC,7302768,-64416,-425536,898896
MSG,7302810,Gyroscope not ready
GYRS,7302814,100000000
ACC,7306299,-68808,-429440,907680
MSG,7306341,Gyroscope not ready
GYRS,7306345,100000000
ACC,7309832,-70760,-426512,909144
MSG,7309874,Gyroscope not ready
GYRS,7309879,100000000
ACC,7313405,-71736,-426024,909632
MSG,7313447,Gyroscope not ready
GYRS,7313452,100000000
ACC,7316937,-70760,-424560,908656
MSG,7316979,Gyroscope not ready
GYRS,7316984,100000000
ACC,7320471,-63440,-423096,908656
MSG,7320513,Gyroscope not ready
GYRS,7320518,100000000
ACC,7324005,-65392,-424072,904752
MSG,7324047,Gyroscope not ready
GYRS,7324051,100000000
ACC,7327539,-67344,-423096,908168
MSG,7327581,Gyroscope not ready
GYRS,7327585,100000000
ACC,7331183,-69296,-423584,909632
MSG,7331225,Gyroscope not ready
GYRS,7331230,100000000
ACC,7334717,-69784,-431392,908168
MSG,7334759,Gyroscope not ready
GYRS,7334778,100000000
ACC,7338253,-73200,-425048,908656
MSG,7338295,Gyroscope not ready
GYRS,7338299,100000000
ACC,7341784,-72712,-425536,907680
MSG,7341825,Gyroscope not ready
GYRS,7341830,100000000
ACC,7345360,-66368,-426512,910608
MSG,7345402,Gyroscope not ready
GYRS,7345406,100000000
ACC,7348894,-68320,-427488,913048
MSG,7348936,Gyroscope not ready
GYRS,7348941,100000000
ACC,7352492,-75640,-429440,914024
MSG,7352534,Gyroscope not ready
GYRS,7352539,100000000
ACC,7356039,-69784,-424072,913048
MSG,7356081,Gyroscope not ready
GYRS,7356086,100000000
ACC,7359559,-72712,-424072,908656
MSG,7359601,Gyroscope not ready
GYRS,7359606,100000000
ACC,7363136,-69784,-421632,918416
MSG,7363178,Gyroscope not ready
GYRS,7363182,100000000
ACC,7366669,-65392,-423096,908656
MSG,7366711,Gyroscope not ready
GYRS,7366716,100000000
ACC,7370203,-74176,-426512,912072
MSG,7370244,Gyroscope not ready
GYRS,7370249,100000000
ACC,7373736,-78080,-426512,903776
MSG,7373778,Gyroscope not ready
GYRS,7373797,100000000
ACC,7377314,-75152,-426512,903776
MSG,7377356,Gyroscope not ready
GYRS,7377361,100000000
ACC,7380844,-68808,-423096,911096
MSG,7380886,Gyroscope not ready
GYRS,7380891,100000000
ACC,7384444,-70760,-426512,903776
MSG,7384486,Gyroscope not ready
GYRS,7384491,100000000
ACC,7388044,-70760,-427488,904752
MSG,7388086,Gyroscope not ready
GYRS,7388091,100000000
ACC,7391581,-73200,-431392,902800
MSG,7391623,Gyroscope not ready
GYRS,7391628,100000000
ACC,7395162,-71736,-432368,901824
MSG,7395218,Gyroscope not ready
GYRS,7395223,100000000
ACC,7398699,-73688,-429440,904752
MSG,7398741,Gyroscope not ready
GYRS,7398746,100000000
ACC,7402236,-72712,-427488,910608
MSG,7402278,Gyroscope not ready
GYRS,7402283,100000000
ACC,7405774,-62464,-420656,904752
MSG,7405816,Gyroscope not ready
GYRS,7405821,100000000
ACC,7409355,-73688,-431392,911096
MSG,7409397,Gyroscope not ready
GYRS,7409402,100000000
ACC,7412894,-62464,-422120,905728
MSG,7412935,Gyroscope not ready
GYRS,7412954,100000000
ACC,7416433,-81008,-423584,912560
MSG,7416474,Gyroscope not ready
GYRS,7416479,100000000
ACC,7419971,-74176,-418704,914024
MSG,7420013,Gyroscope not ready
GYRS,7420018,100000000
ACC,7423509,-71736,-425048,906704
MSG,7423551,Gyroscope not ready
GYRS,7423555,100000000
ACC,7427090,-77104,-423096,910120
MSG,7427132,Gyroscope not ready
GYRS,7427137,100000000
ACC,7430623,-79056,-427488,905728
MSG,7430665,Gyroscope not ready
GYRS,7430669,100000000
ACC,7434160,-81008,-430416,912072
MSG,7434216,Gyroscope not ready
GYRS,7434221,100000000
ACC,7437698,-71736,-431392,910608
MSG,7437739,Gyroscope not ready
GYRS,7437744,100000000
ACC,7441278,-78080,-423584,908656
MSG,7441320,Gyroscope not ready
GYRS,7441325,100000000
ACC,7444811,-74176,-423096,912560
MSG,7444853,Gyroscope not ready
GYRS,7444858,100000000
ACC,7448349,-71736,-426512,915976
MSG,7448391,Gyroscope not ready
GYRS,7448396,100000000
ACC,7451882,-70272,-422120,915488
MSG,7451924,Gyroscope not ready
GYRS,7451929,100000000
ACC,7455418,-74176,-420168,911096
MSG,7455460,Gyroscope not ready
GYRS,7455465,100000000
ACC,7458998,-78080,-423096,919392
MSG,7459040,Gyroscope not ready
GYRS,7459045,100000000
ACC,7462533,-62464,-426512,910608
MSG,7462575,Gyroscope not ready
GYRS,7462580,100000000
ACC,7466071,-77104,-430416,910608
MSG,7466113,Gyroscope not ready
GYRS,7466117,100000000
ACC,7469608,-75152,-432368,911584
MSG,7469650,Gyroscope not ready
GYRS,7469654,100000000
ACC,7473188,-69784,-430416,905728
MSG,7473244,Gyroscope not ready
GYRS,7473249,100000000
ACC,7476727,-76128,-431392,910120
MSG,7476769,Gyroscope not ready
GYRS,7476774,100000000
ACC,7480261,-70760,-425536,908656
MSG,7480303,Gyroscope not ready
GYRS,7480308,100000000
ACC,7483794,-66368,-431392,903776
MSG,7483836,Gyroscope not ready
GYRS,7483841,100000000
ACC,7487327,-73200,-421144,908168
MSG,7487368,Gyroscope not ready
GYRS,7487373,100000000
ACC,7490907,-76128,-421144,912072
MSG,7490949,Gyroscope not ready
GYRS,7490954,100000000
ACC,7494444,-76128,-425048,912560
MSG,7494486,Gyroscope not ready
GYRS,7494491,100000000
ACC,7497982,-76128,-424560,906704
MSG,7498023,Gyroscope not ready
GYRS,7498028,100000000
ACC,7501520,-77104,-430416,904752
MSG,7501561,Gyroscope not ready
GYRS,7501566,100000000
ACC,7505100,-73688,-429928,911096
MSG,7505142,Gyroscope not ready
GYRS,7505147,100000000
ACC,7508638,-69784,-426512,907680
MSG,7508680,Gyroscope not ready
GYRS,7508685,100000000
ACC,7512176,-71736,-427000,902800
MSG,7512218,Gyroscope not ready
GYRS,7512236,100000000
ACC,7515715,-71736,-435296,905728
MSG,7515757,Gyroscope not ready
GYRS,7515762,100000000
ACC,7519253,-71736,-428464,909144
MSG,7519295,Gyroscope not ready
GYRS,7519300,100000000
ACC,7522834,-69296,-428464,906704
MSG,7522876,Gyroscope not ready
GYRS,7522880,100000000
ACC,7526372,-74664,-427488,912072
MSG,7526414,Gyroscope not ready
GYRS,7526419,100000000
ACC,7529910,-75152,-427488,905728
MSG,7529951,Gyroscope not ready
GYRS,7529956,100000000
ACC,7533448,-72712,-428464,904752
MSG,7533504,Gyroscope not ready
GYRS,7533508,100000000
ACC,7537028,-69784,-431392,904752
MSG,7537070,Gyroscope not ready
GYRS,7537074,100000000
ACC,7540566,-76128,-427000,911096
MSG,7540607,Gyroscope not ready
GYRS,7540612,100000000
ACC,7544100,-74664,-425048,912072
MSG,7544141,Gyroscope not ready
GYRS,7544146,100000000
ACC,7547637,-70272,-424072,915000
MSG,7547678,Gyroscope not ready
GYRS,7547683,100000000
ACC,7551174,-76128,-426024,906704
MSG,7551216,Gyroscope not ready
GYRS,7551235,100000000
ACC,7554753,-71736,-431392,911096
MSG,7554795,Gyroscope not ready
GYRS,7554800,100000000
ACC,7558291,-78080,-424072,904752
MSG,7558333,Gyroscope not ready
GYRS,7558338,100000000
ACC,7561830,-74664,-428464,903776
MSG,7561871,Gyroscope not ready
GYRS,7561876,100000000
ACC,7565368,-75152,-431392,907680
MSG,7565409,Gyroscope not ready
GYRS,7565414,100000000
ACC,7568944,-74664,-425536,910608
MSG,7568986,Gyroscope not ready
GYRS,7568990,100000000
ACC,7572482,-72712,-424072,904752
MSG,7572538,Gyroscope not ready
GYRS,7572543,100000000
ACC,7576016,-75152,-423096,914024
MSG,7576058,Gyroscope not ready
GYRS,7576063,100000000
ACC,7579554,-75152,-426024,905728
MSG,7579596,Gyroscope not ready
GYRS,7579601,100000000
ACC,7583092,-67344,-428464,905728
MSG,7583133,Gyroscope not ready
GYRS,7583138,100000000
ACC,7586667,-69784,-421632,905728
MSG,7586709,Gyroscope not ready
GYRS,7586714,100000000
ACC,7590205,-70760,-428464,909632
MSG,7590247,Gyroscope not ready
GYRS,7590252,100000000
ACC,7593744,-75152,-426512,914024
MSG,7593786,Gyroscope not ready
GYRS,7593791,100000000
ACC,7597283,-70272,-431392,903776
MSG,7597324,Gyroscope not ready
GYRS,7597329,100000000
ACC,7600863,-64416,-427488,908656
MSG,7600905,Gyroscope not ready
GYRS,7600910,100000000
ACC,7604397,-79056,-427976,898896
MSG,7604438,Gyroscope not ready
GYRS,7604443,100000000
ACC,7607934,-70272,-433344,909632
MSG,7607976,Gyroscope not ready
GYRS,7607981,100000000
ACC,7611472,-72712,-426512,908656
MSG,7611528,Gyroscope not ready
GYRS,7611532,100000000
ACC,7615009,-72712,-428464,907680
MSG,7615051,Gyroscope not ready
GYRS,7615056,100000000
ACC,7618587,-73688,-422120,902800
MSG,7618628,Gyroscope not ready
GYRS,7618634,100000000
ACC,7622124,-72224,-428464,907680
MSG,7622166,Gyroscope not ready
GYRS,7622171,100000000
ACC,7625657,-71736,-425536,910120
MSG,7625699,Gyroscope not ready
GYRS,7625704,100000000
ACC,7629196,-72712,-427488,914512
MSG,7629238,Gyroscope not ready
GYRS,7629243,100000000
ACC,7632778,-78080,-430416,912560
MSG,7632820,Gyroscope not ready
GYRS,7632825,100000000
ACC,7636316,-72712,-426512,911584
MSG,7636358,Gyroscope not ready
GYRS,7636362,100000000
ACC,7639849,-75152,-429440,911096
MSG,7639890,Gyroscope not ready
GYRS,7639895,100000000
ACC,7643383,-72224,-433344,910120
MSG,7643425,Gyroscope not ready
GYRS,7643429,100000000
ACC,7646920,-75152,-428464,905728
MSG,7646962,Gyroscope not ready
GYRS,7646967,100000000
ACC,7650497,-72712,-426512,915000
MSG,7650539,Gyroscope not ready
GYRS,7650557,100000000
ACC,7654037,-73688,-430416,902800
MSG,7654079,Gyroscope not ready
GYRS,7654084,100000000
ACC,7657571,-67344,-429440,906704
MSG,7657613,Gyroscope not ready
GYRS,7657618,100000000
ACC,7661105,-75152,-428464,915488
MSG,7661147,Gyroscope not ready
GYRS,7661152,100000000
ACC,7664685,-75152,-427488,907680
MSG,7664727,Gyroscope not ready
GYRS,7664732,100000000
ACC,7668217,-69784,-428464,909632
MSG,7668259,Gyroscope not ready
GYRS,7668264,100000000
ACC,7671750,-73688,-423096,904752
MSG,7671805,Gyroscope not ready
GYRS,7671810,100000000
ACC,7675284,-74664,-428464,905728
MSG,7675326,Gyroscope not ready
GYRS,7675331,100000000
ACC,7678822,-77104,-426512,905728
MSG,7678864,Gyroscope not ready
GYRS,7678868,100000000
ACC,7682403,-80032,-428464,902800
MSG,7682444,Gyroscope not ready
GYRS,7682449,100000000
ACC,7685940,-80032,-426512,908168
MSG,7685982,Gyroscope not ready
GYRS,7685986,100000000
ACC,7689477,-75152,-428464,911096
MSG,7689519,Gyroscope not ready
GYRS,7689538,100000000
ACC,7693016,-53192,-421632,855952
MSG,7693058,Gyroscope not ready
GYRS,7693063,100000000
ACC,7696593,-45872,-389424,881328
MSG,7696635,Gyroscope not ready
GYRS,7696640,100000000
ACC,7700131,-82960,-447008,976488
MSG,7700172,Gyroscope not ready
GYRS,7700177,100000000
ACC,7703668,-113216,-476288,953064
MSG,7703710,Gyroscope not ready
GYRS,7703715,100000000
ACC,7707206,-67344,-434320,858392
MSG,7707248,Gyroscope not ready
GYRS,7707253,100000000
ACC,7710744,-65392,-417728,858880
MSG,7710799,Gyroscope not ready
GYRS,7710804,100000000
ACC,7714324,-57584,-429440,896944
MSG,7714366,Gyroscope not ready
GYRS,7714370,100000000
ACC,7717862,-91744,-434320,941840
MSG,7717903,Gyroscope not ready
GYRS,7717908,100000000
ACC,7721399,-79056,-424560,909632
MSG,7721441,Gyroscope not ready
GYRS,7721446,100000000
ACC,7724936,-85888,-426512,899872
MSG,7724978,Gyroscope not ready
GYRS,7724983,100000000
ACC,7728516,-65392,-426024,899872
MSG,7728558,Gyroscope not ready
GYRS,7728577,100000000
ACC,7731997,-83936,-421144,907680
MSG,7732039,Gyroscope not ready
GYRS,7732044,100000000
ACC,7735478,-74664,-431392,912072
MSG,7735520,Gyroscope not ready
GYRS,7735525,100000000
ACC,7738958,-81008,-437248,909144
MSG,7739000,Gyroscope not ready
GYRS,7739006,100000000
ACC,7742442,-73688,-431392,890112
MSG,7742483,Gyroscope not ready
GYRS,7742488,100000000
ACC,7745941,-75152,-432368,898896
MSG,7745983,Gyroscope not ready
GYRS,7745988,100000000
ACC,7749425,-74664,-430416,920368
MSG,7749481,Gyroscope not ready
GYRS,7749486,100000000
ACC,7755115,-81008,-435296,916464
MSG,7755157,Gyroscope not ready
GYRS,7755162,100000000
ACC,7758743,-74664,-434320,894016
MSG,7758785,Gyroscope not ready
GYRS,7758790,100000000
ACC,7762328,-74176,-431392,896944
MSG,7762370,Gyroscope not ready
GYRS,7762374,100000000
ACC,7765911,-78080,-427488,900848
MSG,7765953,Gyroscope not ready
GYRS,7765957,100000000
ACC,7769494,-89792,-436272,933544
MSG,7769536,Gyroscope not ready
GYRS,7769541,100000000
ACC,7773100,-70272,-443104,900848
MSG,7773142,Gyroscope not ready
GYRS,7773146,100000000
ACC,7776651,-79056,-432368,899872
MSG,7776693,Gyroscope not ready
GYRS,7776698,100000000
ACC,7780202,-81008,-428464,909144
MSG,7780244,Gyroscope not ready
GYRS,7780249,100000000
ACC,7783750,-75640,-424560,907680
MSG,7783792,Gyroscope not ready
GYRS,7783797,100000000
ACC,7787301,-77104,-425048,911096
MSG,7787343,Gyroscope not ready
GYRS,7787348,100000000
ACC,7790895,-78080,-435296,917440
MSG,7790937,Gyroscope not ready
GYRS,7790956,100000000
ACC,7794449,-79056,-435296,906704
MSG,7794490,Gyroscope not ready
GYRS,7794495,100000000
ACC,7798000,-78080,-438224,906704
MSG,7798042,Gyroscope not ready
GYRS,7798047,100000000
ACC,7801546,-81984,-431392,905728
MSG,7801588,Gyroscope not ready
GYRS,7801593,100000000
ACC,7805141,-81008,-436272,900848
MSG,7805182,Gyroscope not ready
GYRS,7805187,100000000
ACC,7808687,-78080,-440176,910608
MSG,7808729,Gyroscope not ready
GYRS,7808734,100000000
ACC,7812253,-85888,-435296,904752
MSG,7812295,Gyroscope not ready
GYRS,7812299,100000000
ACC,7815790,-79056,-435296,894992
MSG,7815832,Gyroscope not ready
GYRS,7815837,100000000
ACC,7819341,-78080,-434320,912072
MSG,7819383,Gyroscope not ready
GYRS,7819388,100000000
ACC,7822935,-79056,-431392,899872
MSG,7822977,Gyroscope not ready
GYRS,7822982,100000000
ACC,7826484,-77104,-433344,900848
MSG,7826525,Gyroscope not ready
GYRS,7826530,100000000
ACC,7830030,-78080,-442128,904752
MSG,7830071,Gyroscope not ready
GYRS,7830090,100000000
ACC,7833579,-81984,-437248,904752
MSG,7833621,Gyroscope not ready
GYRS,7833626,100000000
ACC,7837173,-81008,-440176,901824
MSG,7837215,Gyroscope not ready
GYRS,7837220,100000000
ACC,7840722,-81984,-429440,905728
MSG,7840764,Gyroscope not ready
GYRS,7840768,100000000
ACC,7844274,-81008,-432368,900848
MSG,7844315,Gyroscope not ready
GYRS,7844320,100000000
ACC,7847825,-73688,-433344,899872
MSG,7847867,Gyroscope not ready
GYRS,7847872,100000000
ACC,7851373,-76128,-435296,900848
MSG,7851428,Gyroscope not ready
GYRS,7851433,100000000
ACC,7854967,-81008,-432368,909144
MSG,7855009,Gyroscope not ready
GYRS,7855014,100000000
ACC,7858518,-78080,-430416,908656
MSG,7858560,Gyroscope not ready
GYRS,7858565,100000000
ACC,7862066,-81008,-431392,905728
MSG,7862108,Gyroscope not ready
GYRS,7862112,100000000
ACC,7865618,-78080,-429440,905728
MSG,7865659,Gyroscope not ready
GYRS,7865664,100000000
ACC,7869212,-81008,-434320,904752
MSG,7869253,Gyroscope not ready
GYRS,7869272,100000000
ACC,7872759,-82960,-432368,903776
MSG,7872801,Gyroscope not ready
GYRS,7872806,100000000
ACC,7876311,-77104,-431880,903776
MSG,7876352,Gyroscope not ready
GYRS,7876357,100000000
ACC,7879862,-77104,-436272,905728
MSG,7879904,Gyroscope not ready
GYRS,7879909,100000000
ACC,7883409,-83936,-439200,905728
MSG,7883450,Gyroscope not ready
GYRS,7883455,100000000
ACC,7887003,-80032,-430416,899872
MSG,7887045,Gyroscope not ready
GYRS,7887049,100000000
ACC,7890551,-75152,-435296,901824
MSG,7890606,Gyroscope not ready
GYRS,7890611,100000000
ACC,7894098,-78080,-432368,900848
MSG,7894140,Gyroscope not ready
GYRS,7894144,100000000
ACC,7897649,-81008,-435296,902800
MSG,7897691,Gyroscope not ready
GYRS,7897696,100000000
ACC,7901238,-77104,-433344,903776
MSG,7901280,Gyroscope not ready
GYRS,7901285,100000000
ACC,7904789,-79056,-432368,909144
MSG,7904831,Gyroscope not ready
GYRS,7904835,100000000
ACC,7908341,-79056,-437248,898896
MSG,7908383,Gyroscope not ready
GYRS,7908387,100000000
ACC,7911894,-80032,-430416,902800
MSG,7911936,Gyroscope not ready
GYRS,7911940,100000000
ACC,7915442,-78568,-432368,904752
MSG,7915484,Gyroscope not ready
GYRS,7915489,100000000
ACC,7919037,-77104,-432368,898896
MSG,7919078,Gyroscope not ready
GYRS,7919083,100000000
ACC,7922588,-80032,-428464,907680
MSG,7922629,Gyroscope not ready
GYRS,7922634,100000000
ACC,7926139,-74664,-435296,903776
MSG,7926180,Gyroscope not ready
GYRS,7926185,100000000
ACC,7929689,-79056,-430416,902800
MSG,7929745,Gyroscope not ready
GYRS,7929750,100000000
ACC,7933284,-81008,-434320,898896
MSG,7933326,Gyroscope not ready
GYRS,7933331,100000000
ACC,7936835,-80032,-431392,901824
MSG,7936877,Gyroscope not ready
GYRS,7936882,100000000
ACC,7940384,-84912,-438224,914024
MSG,7940426,Gyroscope not ready
GYRS,7940430,100000000
ACC,7943930,-80032,-435296,903776
MSG,7943972,Gyroscope not ready
GYRS,7943976,100000000
ACC,7947482,-85888,-436272,901336
MSG,7947523,Gyroscope not ready
GYRS,7947528,100000000
ACC,7951074,-84912,-443104,909144
MSG,7951116,Gyroscope not ready
GYRS,7951121,100000000
ACC,7954626,-81984,-429440,904752
MSG,7954668,Gyroscope not ready
GYRS,7954673,100000000
ACC,7958177,-79056,-431392,902800
MSG,7958219,Gyroscope not ready
GYRS,7958224,100000000
ACC,7961728,-81984,-431392,901824
MSG,7961770,Gyroscope not ready
GYRS,7961775,100000000
ACC,7965322,-68808,-431392,881328
MSG,7965364,Gyroscope not ready
GYRS,7965369,100000000
ACC,7968873,-81008,-415776,911096
MSG,7968915,Gyroscope not ready
GYRS,7968934,100000000
ACC,7972426,-77104,-444080,920368
MSG,7972468,Gyroscope not ready
GYRS,7972473,100000000
ACC,7975974,-104920,-447496,951600
MSG,7976016,Gyroscope not ready
GYRS,7976021,100000000
ACC,7979521,-96136,-451400,892552
MSG,7979563,Gyroscope not ready
GYRS,7979568,100000000
ACC,7983115,-67344,-439200,876448
MSG,7983157,Gyroscope not ready
GYRS,7983162,100000000
ACC,7986666,-87840,-431392,900848
MSG,7986708,Gyroscope not ready
GYRS,7986713,100000000
ACC,7990214,-68320,-430416,924272
MSG,7990269,Gyroscope not ready
GYRS,7990274,100000000
ACC,7993765,218136,-367952,848144
MSG,7993807,Gyroscope not ready
GYRS,7993811,100000000
ACC,7997359,-215208,-353312,895968
MSG,7997401,Gyroscope not ready
GYRS,7997406,100000000
ACC,8000909,-109312,-466528,902800
MSG,8000951,Gyroscope not ready
GYRS,8000956,100000000
ACC,8004460,-124440,-391864,894992
MSG,8004502,Gyroscope not ready
GYRS,8004507,100000000
ACC,8008079,-119560,-485560,894504
MSG,8008121,Gyroscope not ready
GYRS,8008140,100000000
ACC,8011632,-65880,-496784,869616
MSG,8011674,Gyroscope not ready
GYRS,8011679,100000000
ACC,8015226,-122000,-507520,837896
MSG,8015268,Gyroscope not ready
GYRS,8015273,100000000
ACC,8018774,-116632,-470432,857904
MSG,8018816,Gyroscope not ready
GYRS,8018821,100000000
ACC,8022393,-98088,-439200,854976
MSG,8022435,Gyroscope not ready
GYRS,8022440,100000000
ACC,8025945,-110288,-410408,998448
MSG,8025987,Gyroscope not ready
GYRS,8025991,100000000
ACC,8029534,-14640,-433832,912560
MSG,8029589,Gyroscope not ready
GYRS,8029594,100000000
ACC,8033085,-87840,-407968,955016
MSG,8033127,Gyroscope not ready
GYRS,8033132,100000000
ACC,8036637,-105408,-454816,1032120
MSG,8036679,Gyroscope not ready
GYRS,8036684,100000000
ACC,8040182,-101016,-447008,862296
MSG,8040224,Gyroscope not ready
GYRS,8040229,100000000
ACC,8043734,-170312,-475800,743224
MSG,8043776,Gyroscope not ready
GYRS,8043781,100000000
ACC,8047328,-76128,-440664,811544
MSG,8047370,Gyroscope not ready
GYRS,8047389,100000000
ACC,8050881,-79544,-422120,871568
MSG,8050923,Gyroscope not ready
GYRS,8050928,100000000
ACC,8054433,45384,-503128,1048712
MSG,8054474,Gyroscope not ready
GYRS,8054479,100000000
ACC,8058048,-176168,-391864,779824
MSG,8058090,Gyroscope not ready
GYRS,8058095,100000000
ACC,8061776,-118584,-497272,878888
MSG,8061818,Gyroscope not ready
GYRS,8061823,100000000
ACC,8065462,-131760,-486536,816424
MSG,8065504,Gyroscope not ready
GYRS,8065509,100000000
ACC,8069013,-123464,-537288,894504
MSG,8069069,Gyroscope not ready
GYRS,8069074,100000000
ACC,8072561,-125416,-511912,889136
MSG,8072603,Gyroscope not ready
GYRS,8072608,100000000
ACC,8076108,-99552,-499712,915000
MSG,8076150,Gyroscope not ready
GYRS,8076154,100000000
ACC,8079698,-87840,-488488,855952
MSG,8079740,Gyroscope not ready
GYRS,8079745,100000000
ACC,8083250,-101016,-454328,856440
MSG,8083292,Gyroscope not ready
GYRS,8083297,100000000
ACC,8086802,-61488,-459208,887672
MSG,8086844,Gyroscope not ready
GYRS,8086862,100000000
ACC,8090352,-95160,-444080,881328
MSG,8090394,Gyroscope not ready
GYRS,8090399,100000000
