LOGNAME,1823514,0007/0001.csv
MSG,3305334,Gyroscope not ready
GYRS,3305339,100000000
ACC,3308840,79056,-215696,983320
MSG,3308882,Gyroscope not ready
GYRS,3308887,100000000
ACC,3312388,77104,-215696,989176
MSG,3312430,Gyroscope not ready
GYRS,3312435,100000000
ACC,3315933,81008,-214232,989664
MSG,3315975,Gyroscope not ready
GYRS,3315994,100000000
ACC,3319526,77104,-215696,983320
MSG,3319568,Gyroscope not ready
GYRS,3319572,100000000
ACC,3323074,76128,-219600,979904
MSG,3323116,Gyroscope not ready
GYRS,3323121,100000000
ACC,3326622,81008,-221552,979904
MSG,3326664,Gyroscope not ready
GYRS,3326669,100000000
ACC,3330170,79056,-219600,988200
MSG,3330212,Gyroscope not ready
GYRS,3330216,100000000
ACC,3333761,77104,-218624,986248
MSG,3333802,Gyroscope not ready
GYRS,3333807,100000000
ACC,3337305,73200,-218624,976000
MSG,3337361,Gyroscope not ready
GYRS,3337366,100000000
ACC,3340850,80032,-218624,981856
MSG,3340891,Gyroscope not ready
GYRS,3340896,100000000
ACC,3344398,79056,-221552,979416
MSG,3344439,Gyroscope not ready
GYRS,3344444,100000000
ACC,3347945,76128,-222528,978928
MSG,3347987,Gyroscope not ready
GYRS,3347992,100000000
ACC,3351536,84912,-219600,983808
MSG,3351578,Gyroscope not ready
GYRS,3351583,100000000
ACC,3355084,76128,-222528,980392
MSG,3355126,Gyroscope not ready
GYRS,3355130,100000000
ACC,3358634,81008,-215696,982344
MSG,3358675,Gyroscope not ready
GYRS,3358680,100000000
ACC,3362182,73200,-218624,979416
MSG,3362223,Gyroscope not ready
GYRS,3362228,100000000
ACC,3365773,74176,-224480,981856
MSG,3365814,Gyroscope not ready
GYRS,3365819,100000000
ACC,3369321,75152,-225456,987712
MSG,3369363,Gyroscope not ready
GYRS,3369367,100000000
ACC,3372869,82960,-220576,981856
MSG,3372911,Gyroscope not ready
GYRS,3372915,100000000
ACC,3376412,81984,-216672,979904
MSG,3376454,Gyroscope not ready
GYRS,3376473,100000000
ACC,3379962,80032,-220576,976976
MSG,3380005,Gyroscope not ready
GYRS,3380009,100000000
ACC,3383553,77104,-216672,981368
MSG,3383594,Gyroscope not ready
GYRS,3383599,100000000
ACC,3387100,80032,-221552,980392
MSG,3387141,Gyroscope not ready
GYRS,3387146,100000000
ACC,3390648,83936,-218624,980880
MSG,3390690,Gyroscope not ready
GYRS,3390694,100000000
ACC,3394196,74664,-217648,991616
MSG,3394238,Gyroscope not ready
GYRS,3394242,100000000
ACC,3397787,73200,-220576,986248
MSG,3397843,Gyroscope not ready
GYRS,3397848,100000000
ACC,3401330,71736,-219600,977952
MSG,3401372,Gyroscope not ready
GYRS,3401377,100000000
ACC,3404878,79056,-223504,984784
MSG,3404920,Gyroscope not ready
GYRS,3404925,100000000
ACC,3408427,81008,-221552,983320
MSG,3408468,Gyroscope not ready
GYRS,3408473,100000000
ACC,3411975,76616,-215696,982344
MSG,3412016,Gyroscope not ready
GYRS,3412021,100000000
ACC,3415566,79056,-226432,982344
MSG,3415607,Gyroscope not ready
GYRS,3415612,100000000
ACC,3419112,74176,-223504,982344
MSG,3419154,Gyroscope not ready
GYRS,3419159,100000000
ACC,3422660,73200,-214720,979904
MSG,3422702,Gyroscope not ready
GYRS,3422707,100000000
ACC,3426208,79056,-221552,986248
MSG,3426250,Gyroscope not ready
GYRS,3426254,100000000
ACC,3429796,79056,-218624,976000
MSG,3429838,Gyroscope not ready
GYRS,3429842,100000000
ACC,3433344,73200,-217648,982832
MSG,3433386,Gyroscope not ready
GYRS,3433390,100000000
ACC,3436888,71736,-220576,985760
MSG,3436930,Gyroscope not ready
GYRS,3436948,100000000
ACC,3440434,75152,-219600,981368
MSG,3440476,Gyroscope not ready
GYRS,3440481,100000000
ACC,3443979,82960,-221552,983808
MSG,3444021,Gyroscope not ready
GYRS,3444025,100000000
ACC,3447566,75152,-221552,980392
MSG,3447608,Gyroscope not ready
GYRS,3447613,100000000
ACC,3451114,80032,-224480,980880
MSG,3451156,Gyroscope not ready
GYRS,3451161,100000000
ACC,3454659,73688,-218624,982344
MSG,3454700,Gyroscope not ready
GYRS,3454705,100000000
ACC,3458207,77592,-220576,986248
MSG,3458262,Gyroscope not ready
GYRS,3458267,100000000
ACC,3461792,77104,-224480,988200
MSG,3461834,Gyroscope not ready
GYRS,3461839,100000000
ACC,3465340,77104,-218624,979416
MSG,3465382,Gyroscope not ready
GYRS,3465386,100000000
ACC,3468888,80032,-215696,983320
MSG,3468929,Gyroscope not ready
GYRS,3468934,100000000
ACC,3472435,81008,-219600,980392
MSG,3472477,Gyroscope not ready
GYRS,3472482,100000000
ACC,3475983,78080,-215696,978928
MSG,3476025,Gyroscope not ready
GYRS,3476043,100000000
ACC,3479575,78080,-217648,976000
MSG,3479617,Gyroscope not ready
GYRS,3479622,100000000
ACC,3483119,81984,-226432,981856
MSG,3483161,Gyroscope not ready
GYRS,3483166,100000000
ACC,3486664,79056,-220576,980880
MSG,3486705,Gyroscope not ready
GYRS,3486710,100000000
ACC,3490211,74664,-221552,986248
MSG,3490253,Gyroscope not ready
GYRS,3490258,100000000
ACC,3493798,75152,-228384,978440
MSG,3493840,Gyroscope not ready
GYRS,3493845,100000000
ACC,3497342,73200,-213256,978928
MSG,3497398,Gyroscope not ready
GYRS,3497402,100000000
ACC,3500889,80032,-220576,984296
MSG,3500931,Gyroscope not ready
GYRS,3500935,100000000
ACC,3504436,80032,-220576,980880
MSG,3504478,Gyroscope not ready
GYRS,3504483,100000000
ACC,3507984,82960,-216672,976000
MSG,3508025,Gyroscope not ready
GYRS,3508030,100000000
ACC,3511574,80032,-225456,982832
MSG,3511616,Gyroscope not ready
GYRS,3511620,100000000
ACC,3515116,78080,-220576,979904
MSG,3515157,Gyroscope not ready
GYRS,3515162,100000000
ACC,3518665,75152,-218624,982344
MSG,3518706,Gyroscope not ready
GYRS,3518711,100000000
ACC,3522208,76128,-214720,982344
MSG,3522250,Gyroscope not ready
GYRS,3522255,100000000
ACC,3525798,71248,-216672,981368
MSG,3525840,Gyroscope not ready
GYRS,3525845,100000000
ACC,3529345,75152,-216672,978928
MSG,3529387,Gyroscope not ready
GYRS,3529392,100000000
ACC,3532889,78080,-221552,978928
MSG,3532931,Gyroscope not ready
GYRS,3532936,100000000
ACC,3536436,74176,-222528,979904
MSG,3536478,Gyroscope not ready
GYRS,3536497,100000000
ACC,3539985,81984,-217648,980880
MSG,3540027,Gyroscope not ready
GYRS,3540031,100000000
ACC,3543575,77104,-220576,980880
MSG,3543617,Gyroscope not ready
GYRS,3543621,100000000
ACC,3547121,73200,-215208,982344
MSG,3547163,Gyroscope not ready
GYRS,3547168,100000000
ACC,3550668,73688,-221552,979904
MSG,3550710,Gyroscope not ready
GYRS,3550715,100000000
ACC,3554215,79056,-217648,991616
MSG,3554257,Gyroscope not ready
GYRS,3554262,100000000
ACC,3557800,76128,-220576,984296
MSG,3557855,Gyroscope not ready
GYRS,3557860,100000000
ACC,3561293,71736,-218624,980880
MSG,3561334,Gyroscope not ready
GYRS,3561339,100000000
ACC,3564786,72224,-218624,976976
MSG,3564828,Gyroscope not ready
GYRS,3564832,100000000
ACC,3568279,77104,-224480,978928
MSG,3568321,Gyroscope not ready
GYRS,3568325,100000000
ACC,3571772,75152,-222528,980392
MSG,3571814,Gyroscope not ready
GYRS,3571819,100000000
ACC,3575287,76128,-227408,981368
MSG,3575328,Gyroscope not ready
GYRS,3575333,100000000
ACC,3580986,81984,-220576,983320
MSG,3581028,Gyroscope not ready
GYRS,3581032,100000000
ACC,3584543,81008,-224480,982344
MSG,3584585,Gyroscope not ready
GYRS,3584589,100000000
ACC,3588143,79056,-220576,981368
MSG,3588184,Gyroscope not ready
GYRS,3588190,100000000
ACC,3591698,79056,-211304,980880
MSG,3591740,Gyroscope not ready
GYRS,3591745,100000000
ACC,3595255,83936,-220576,983320
MSG,3595297,Gyroscope not ready
GYRS,3595302,100000000
ACC,3598812,73688,-227408,983808
MSG,3598854,Gyroscope not ready
GYRS,3598873,100000000
ACC,3602385,76128,-214720,985272
MSG,3602427,Gyroscope not ready
GYRS,3602431,100000000
ACC,3605905,77104,-218624,981368
MSG,3605947,Gyroscope not ready
GYRS,3605952,100000000
ACC,3609422,81984,-217648,977952
MSG,3609464,Gyroscope not ready
GYRS,3609469,100000000
ACC,3612937,76128,-216672,974048
MSG,3612979,Gyroscope not ready
GYRS,3612984,100000000
ACC,3616458,81008,-224480,982832
MSG,3616499,Gyroscope not ready
GYRS,3616504,100000000
ACC,3620021,80032,-222528,979904
MSG,3620077,Gyroscope not ready
GYRS,3620081,100000000
ACC,3623538,77104,-224480,980392
MSG,3623580,Gyroscope not ready
GYRS,3623584,100000000
ACC,3627055,76128,-216672,976976
MSG,3627097,Gyroscope not ready
GYRS,3627102,100000000
ACC,3630574,74176,-215208,978928
MSG,3630616,Gyroscope not ready
GYRS,3630621,100000000
ACC,3634138,76128,-217648,983320
MSG,3634180,Gyroscope not ready
GYRS,3634184,100000000
ACC,3637658,75152,-224480,978928
MSG,3637700,Gyroscope not ready
GYRS,3637718,100000000
ACC,3641177,77104,-219600,984296
MSG,3641219,Gyroscope not ready
GYRS,3641223,100000000
ACC,3644697,82960,-222528,974048
MSG,3644739,Gyroscope not ready
GYRS,3644744,100000000
ACC,3648218,79056,-224480,978928
MSG,3648259,Gyroscope not ready
GYRS,3648264,100000000
ACC,3651781,74176,-217648,972096
MSG,3651823,Gyroscope not ready
GYRS,3651827,100000000
ACC,3655296,74176,-220576,978928
MSG,3655338,Gyroscope not ready
GYRS,3655343,100000000
ACC,3658814,80032,-218624,984296
MSG,3658869,Gyroscope not ready
GYRS,3658874,100000000
ACC,3662331,74176,-222528,978928
MSG,3662372,Gyroscope not ready
GYRS,3662377,100000000
ACC,3665894,81984,-214720,979904
MSG,3665935,Gyroscope not ready
GYRS,3665940,100000000
ACC,3669414,78080,-224480,979416
MSG,3669456,Gyroscope not ready
GYRS,3669461,100000000
ACC,3672935,76128,-217648,982344
MSG,3672977,Gyroscope not ready
GYRS,3672982,100000000
ACC,3676454,78080,-220576,983320
MSG,3676496,Gyroscope not ready
GYRS,3676501,100000000
ACC,3679973,78080,-219600,977952
MSG,3680015,Gyroscope not ready
GYRS,3680020,100000000
ACC,3683533,81984,-213256,973072
MSG,3683575,Gyroscope not ready
GYRS,3683580,100000000
ACC,3687053,75152,-215696,977952
MSG,3687095,Gyroscope not ready
GYRS,3687100,100000000
ACC,3690570,81984,-220576,982344
MSG,3690612,Gyroscope not ready
GYRS,3690617,100000000
ACC,3694091,75152,-224480,976000
MSG,3694132,Gyroscope not ready
GYRS,3694137,100000000
ACC,3697651,73200,-222528,975024
MSG,3697692,Gyroscope not ready
GYRS,3697711,100000000
ACC,3701173,77104,-214720,980880
MSG,3701215,Gyroscope not ready
GYRS,3701219,100000000
ACC,3704693,77104,-218624,982344
MSG,3704735,Gyroscope not ready
GYRS,3704740,100000000
ACC,3708213,79056,-213256,983320
MSG,3708255,Gyroscope not ready
GYRS,3708260,100000000
ACC,3711734,83936,-222528,976000
MSG,3711775,Gyroscope not ready
GYRS,3711780,100000000
ACC,3715362,79056,-222528,981856
MSG,3715404,Gyroscope not ready
GYRS,3715408,100000000
ACC,3718949,79056,-214720,986248
MSG,3719004,Gyroscope not ready
GYRS,3719009,100000000
ACC,3722469,77104,-218624,983320
MSG,3722511,Gyroscope not ready
GYRS,3722516,100000000
ACC,3725990,76128,-223504,985272
MSG,3726032,Gyroscope not ready
GYRS,3726036,100000000
ACC,3729554,77104,-222528,987712
MSG,3729596,Gyroscope not ready
GYRS,3729600,100000000
ACC,3733075,74664,-222528,979904
MSG,3733117,Gyroscope not ready
GYRS,3733122,100000000
ACC,3736596,76128,-215696,984784
MSG,3736638,Gyroscope not ready
GYRS,3736643,100000000
ACC,3740120,73200,-220576,976000
MSG,3740161,Gyroscope not ready
GYRS,3740166,100000000
ACC,3743641,82960,-217648,988200
MSG,3743683,Gyroscope not ready
GYRS,3743688,100000000
ACC,3747205,79056,-221552,987712
MSG,3747247,Gyroscope not ready
GYRS,3747252,100000000
ACC,3750723,76128,-218624,976976
MSG,3750765,Gyroscope not ready
GYRS,3750770,100000000
ACC,3754245,78080,-216184,987712
MSG,3754287,Gyroscope not ready
GYRS,3754291,100000000
ACC,3757763,75152,-218624,977952
MSG,3757805,Gyroscope not ready
GYRS,3757824,100000000
ACC,3761325,79056,-216184,988688
MSG,3761367,Gyroscope not ready
GYRS,3761372,100000000
ACC,3764845,72712,-216672,984784
MSG,3764887,Gyroscope not ready
GYRS,3764892,100000000
ACC,3768367,75152,-219600,984784
MSG,3768408,Gyroscope not ready
GYRS,3768413,100000000
ACC,3771888,80032,-218624,977952
MSG,3771930,Gyroscope not ready
GYRS,3771935,100000000
ACC,3775409,82960,-217648,982344
MSG,3775451,Gyroscope not ready
GYRS,3775456,100000000
ACC,3778973,80032,-217648,981368
MSG,3779029,Gyroscope not ready
GYRS,3779033,100000000
ACC,3782494,75152,-220576,982344
MSG,3782535,Gyroscope not ready
GYRS,3782540,100000000
ACC,3786015,78080,-219600,979904
MSG,3786057,Gyroscope not ready
GYRS,3786062,100000000
ACC,3789536,76128,-213744,979904
MSG,3789578,Gyroscope not ready
GYRS,3789583,100000000
ACC,3793101,78080,-227408,989176
MSG,3793142,Gyroscope not ready
GYRS,3793147,100000000
ACC,3796622,80032,-219600,980880
MSG,3796663,Gyroscope not ready
GYRS,3796682,100000000
ACC,3800139,75152,-217648,982344
MSG,3800181,Gyroscope not ready
GYRS,3800186,100000000
ACC,3803655,78080,-221552,981368
MSG,3803697,Gyroscope not ready
GYRS,3803702,100000000
ACC,3807177,77104,-225456,984296
MSG,3807218,Gyroscope not ready
GYRS,3807223,100000000
ACC,3810740,76128,-217648,985272
MSG,3810782,Gyroscope not ready
GYRS,3810787,100000000
ACC,3814262,75152,-220576,977952
MSG,3814303,Gyroscope not ready
GYRS,3814308,100000000
ACC,3817780,76128,-219600,981368
MSG,3817835,Gyroscope not ready
GYRS,3817840,100000000
ACC,3821301,76128,-221552,978928
MSG,3821342,Gyroscope not ready
GYRS,3821347,100000000
ACC,3824860,78080,-216672,986248
MSG,3824901,Gyroscope not ready
GYRS,3824906,100000000
ACC,3828378,78080,-217648,984296
MSG,3828420,Gyroscope not ready
GYRS,3828425,100000000
ACC,3831899,81984,-237168,979416
MSG,3831941,Gyroscope not ready
GYRS,3831946,100000000
ACC,3835415,61488,-219112,1001376
MSG,3835457,Gyroscope not ready
GYRS,3835461,100000000
ACC,3838937,49776,-203008,933544
MSG,3838979,Gyroscope not ready
GYRS,3838984,100000000
ACC,3842501,66856,-267424,1007720
MSG,3842543,Gyroscope not ready
GYRS,3842547,100000000
ACC,3846020,83936,-240584,1073600
MSG,3846062,Gyroscope not ready
GYRS,3846067,100000000
ACC,3849541,151280,-174216,909632
MSG,3849583,Gyroscope not ready
GYRS,3849588,100000000
ACC,3853062,145424,-237656,940376
MSG,3853104,Gyroscope not ready
GYRS,3853109,100000000
ACC,3856625,56608,-249856,1037488
MSG,3856666,Gyroscope not ready
GYRS,3856685,100000000
ACC,3860148,21960,-197152,1009672
MSG,3860189,Gyroscope not ready
GYRS,3860194,100000000
ACC,3863666,99064,-247904,907680
MSG,3863708,Gyroscope not ready
GYRS,3863712,100000000
ACC,3867181,2440,-265472,1019920
MSG,3867223,Gyroscope not ready
GYRS,3867228,100000000
ACC,3870702,42944,-244000,959896
MSG,3870744,Gyroscope not ready
GYRS,3870749,100000000
ACC,3874266,91744,-231312,944768
MSG,3874308,Gyroscope not ready
GYRS,3874313,100000000
ACC,3877787,74664,-175680,943792
MSG,3877843,Gyroscope not ready
GYRS,3877848,100000000
ACC,3881308,61488,-247904,991616
MSG,3881350,Gyroscope not ready
GYRS,3881354,100000000
ACC,3884826,52704,-247904,948672
MSG,3884867,Gyroscope not ready
GYRS,3884872,100000000
ACC,3888390,66368,-219600,942328
MSG,3888432,Gyroscope not ready
GYRS,3888436,100000000
ACC,3891908,62464,-234240,963800
MSG,3891950,Gyroscope not ready
GYRS,3891954,100000000
ACC,3895424,52216,-238632,965264
MSG,3895466,Gyroscope not ready
GYRS,3895471,100000000
ACC,3898942,49288,-257664,990640
MSG,3898984,Gyroscope not ready
GYRS,3898989,100000000
ACC,3902462,57584,-196176,987224
MSG,3902504,Gyroscope not ready
GYRS,3902509,100000000
ACC,3906026,28304,-247416,986736
MSG,3906068,Gyroscope not ready
GYRS,3906073,100000000
ACC,3909547,46360,-234240,973072
MSG,3909589,Gyroscope not ready
GYRS,3909593,100000000
ACC,3913065,47336,-230336,974048
MSG,3913106,Gyroscope not ready
GYRS,3913111,100000000
ACC,3916586,40992,-247904,951600
MSG,3916627,Gyroscope not ready
GYRS,3916646,100000000
ACC,3920151,48312,-249856,985272
MSG,3920193,Gyroscope not ready
GYRS,3920198,100000000
ACC,3923672,40992,-219600,998448
MSG,3923714,Gyroscope not ready
GYRS,3923718,100000000
ACC,3927188,52216,-209352,964776
MSG,3927230,Gyroscope not ready
GYRS,3927234,100000000
ACC,3930709,80032,-214232,968680
MSG,3930751,Gyroscope not ready
GYRS,3930755,100000000
ACC,3934230,-538752,-14640,889624
MSG,3934272,Gyroscope not ready
GYRS,3934276,100000000
ACC,3937804,279136,12688,776896
MSG,3937846,Gyroscope not ready
GYRS,3937850,100000000
ACC,3941311,68320,-175192,894992
MSG,3941352,Gyroscope not ready
GYRS,3941357,100000000
ACC,3944832,-100040,-376736,1033096
MSG,3944874,Gyroscope not ready
GYRS,3944878,100000000
ACC,3948353,-57584,-286944,1075064
MSG,3948395,Gyroscope not ready
GYRS,3948400,100000000
ACC,3951917,-76616,-307928,1110688
MSG,3951959,Gyroscope not ready
GYRS,3951964,100000000
ACC,3955439,-42944,-258640,965264
MSG,3955480,Gyroscope not ready
GYRS,3955499,100000000
ACC,3958961,-14640,-286944,937448
MSG,3959003,Gyroscope not ready
GYRS,3959008,100000000
ACC,3962483,-8784,-301096,1002352
MSG,3962524,Gyroscope not ready
GYRS,3962529,100000000
ACC,3966003,-8784,-267424,961848
MSG,3966045,Gyroscope not ready
GYRS,3966050,100000000
ACC,3969567,-12688,-246928,949648
MSG,3969609,Gyroscope not ready
GYRS,3969614,100000000
ACC,3973085,10736,-235216,990640
MSG,3973127,Gyroscope not ready
GYRS,3973132,100000000
ACC,3976606,18544,-193736,987224
MSG,3976662,Gyroscope not ready
GYRS,3976666,100000000
ACC,3980127,43432,-224968,998448
MSG,3980169,Gyroscope not ready
GYRS,3980174,100000000
ACC,3983691,53192,-242536,1000400
MSG,3983733,Gyroscope not ready
GYRS,3983737,100000000
ACC,3987212,18544,-231312,1000400
MSG,3987253,Gyroscope not ready
GYRS,3987258,100000000
ACC,3990733,41968,-239608,1012600
MSG,3990775,Gyroscope not ready
GYRS,3990779,100000000
ACC,3994254,24888,-234240,996496
MSG,3994295,Gyroscope not ready
GYRS,3994314,100000000
ACC,3997776,-10248,-185928,978440
MSG,3997818,Gyroscope not ready
GYRS,3997823,100000000
ACC,4001340,23912,-249368,1024800
MSG,4001381,Gyroscope not ready
GYRS,4001386,100000000
ACC,4004855,-14152,-192272,960872
MSG,4004897,Gyroscope not ready
GYRS,4004902,100000000
ACC,4008375,1464,-255712,976000
MSG,4008417,Gyroscope not ready
GYRS,4008422,100000000
ACC,4011896,-49776,-268888,921344
MSG,4011938,Gyroscope not ready
GYRS,4011943,100000000
ACC,4015455,-43432,-183000,995520
MSG,4015511,Gyroscope not ready
GYRS,4015516,100000000
ACC,4018971,-26840,-174216,923296
MSG,4019012,Gyroscope not ready
GYRS,4019017,100000000
ACC,4022491,-70760,-136640,1023336
MSG,4022533,Gyroscope not ready
GYRS,4022538,100000000
ACC,4026012,-7808,-367464,989664
MSG,4026053,Gyroscope not ready
GYRS,4026058,100000000
ACC,4029532,127856,-323056,1016992
MSG,4029574,Gyroscope not ready
GYRS,4029579,100000000
ACC,4033092,-10736,-254736,999424
MSG,4033134,Gyroscope not ready
GYRS,4033139,100000000
ACC,4036615,-48312,-225456,1046272
MSG,4036656,Gyroscope not ready
GYRS,4036661,100000000
ACC,4040135,9760,-271816,949648
MSG,4040176,Gyroscope not ready
GYRS,4040181,100000000
ACC,4043655,-7808,-244000,986248
MSG,4043697,Gyroscope not ready
GYRS,4043701,100000000
ACC,4047218,-42456,-197152,936472
MSG,4047260,Gyroscope not ready
GYRS,4047264,100000000
ACC,4050733,-20984,-302072,988688
MSG,4050775,Gyroscope not ready
GYRS,4050781,100000000
